overfitting,train_accuracy,test_accuracy,n_estimators,max_depth,max_features,min_samples_leaf
0.2473651883450707,0.9953420669577874,0.7479768786127167,200,7,915,3
0.2855491329479769,1.0,0.7144508670520231,200,8,91,1
0.2910383589536478,0.9997088791848616,0.7086705202312138,200,8,91,2
0.30315605253636935,0.996797671033479,0.6936416184971097,200,8,91,3
0.2705202312138729,1.0,0.7294797687861271,200,8,183,1
0.2716763005780347,1.0,0.7283236994219653,200,8,183,2
0.2872537883568502,0.995924308588064,0.7086705202312138,200,8,183,3
0.2554913294797687,1.0,0.7445086705202313,200,8,274,1
0.24941986184382114,0.9997088791848616,0.7502890173410405,200,8,274,2
0.28234680398145595,0.996797671033479,0.7144508670520231,200,8,274,3
0.25086705202312143,1.0,0.7491329479768786,200,8,366,1
0.24161849710982664,1.0,0.7583815028901734,200,8,366,2
0.2583604681491952,0.9970887918486172,0.738728323699422,200,8,366,3
0.24161849710982664,1.0,0.7583815028901734,200,8,457,1
0.24046242774566484,1.0,0.7595375722543352,200,8,457,2
0.24939462015464753,0.9962154294032024,0.7468208092485549,200,8,457,3
0.24277456647398843,1.0,0.7572254335260116,200,8,549,1
0.24046242774566484,1.0,0.7595375722543352,200,8,549,2
0.24332315251869985,0.995924308588064,0.7526011560693642,200,8,549,3
0.24046242774566473,1.0,0.7595375722543353,200,8,640,1
0.23699421965317924,1.0,0.7630057803468208,200,8,640,2
0.2358129085998435,0.9965065502183406,0.7606936416184971,200,8,640,3
0.23699421965317913,1.0,0.7630057803468209,200,8,732,1
0.23583815028901733,1.0,0.7641618497109827,200,8,732,2
0.24535258432827656,0.9967976710334788,0.7514450867052023,200,8,732,3
0.24508670520231202,1.0,0.754913294797688,200,8,823,1
0.24363951502301184,0.9997088791848616,0.7560693641618498,200,8,823,2
0.23957223750746726,0.9967976710334788,0.7572254335260116,200,8,823,3
0.23930635838150294,1.0,0.7606936416184971,200,8,915,1
0.23901523756636456,0.9997088791848616,0.7606936416184971,200,8,915,2
0.24592641206216193,0.9962154294032024,0.7502890173410405,200,8,915,3
0.2751445086705202,1.0,0.7248554913294798,200,9,91,1
0.2901734104046243,1.0,0.7098265895953757,200,9,91,2
0.29911401670999826,0.9973799126637555,0.6982658959537572,200,9,91,3
0.2670520231213873,1.0,0.7329479768786127,200,9,183,1
0.2693641618497111,1.0,0.7306358381502889,200,9,183,2
0.2875449091719885,0.9962154294032024,0.7086705202312139,200,9,183,3
0.2693641618497109,1.0,0.7306358381502891,200,9,274,1
0.2578034682080925,1.0,0.7421965317919075,200,9,274,2
0.27627533634550816,0.9965065502183406,0.7202312138728324,200,9,274,3
0.24046242774566473,1.0,0.7595375722543353,200,9,366,1
0.24017130693052646,0.9997088791848616,0.7595375722543352,200,9,366,2
0.2606726068775189,0.9970887918486172,0.7364161849710983,200,9,366,3
0.24508670520231224,1.0,0.7549132947976878,200,9,457,1
0.23699421965317913,1.0,0.7630057803468209,200,9,457,2
0.24622594677369136,0.9976710334788936,0.7514450867052023,200,9,457,3
0.23930635838150294,1.0,0.7606936416184971,200,9,549,1
0.24132737629468826,0.9997088791848616,0.7583815028901734,200,9,549,2
0.24188437623579095,0.9967976710334788,0.7549132947976879,200,9,549,3
0.24277456647398843,1.0,0.7572254335260116,200,9,640,1
0.23670309883804086,0.9997088791848616,0.7630057803468208,200,9,640,2
0.24448763577925303,0.9970887918486172,0.7526011560693642,200,9,640,3
0.23815028901734103,1.0,0.761849710982659,200,9,732,1
0.23699421965317924,1.0,0.7630057803468208,200,9,732,2
0.23984653052982308,0.9947598253275108,0.7549132947976878,200,9,732,3
0.24508670520231213,1.0,0.7549132947976879,200,9,823,1
0.23323489074555537,0.9997088791848616,0.7664739884393063,200,9,823,2
0.24245820396967632,0.9962154294032024,0.7537572254335261,200,9,823,3
0.24508670520231224,1.0,0.7549132947976878,200,9,915,1
0.24161849710982664,1.0,0.7583815028901734,200,9,915,2
0.2441881010677236,0.9956331877729259,0.7514450867052023,200,9,915,3
0.2820809248554913,1.0,0.7179190751445087,200,10,91,1
0.28612296068186205,0.9994177583697234,0.7132947976878613,200,10,91,2
0.30402100108539276,0.9965065502183407,0.6924855491329479,200,10,91,3
0.2705202312138729,1.0,0.7294797687861271,200,10,183,1
0.2774566473988439,1.0,0.7225433526011561,200,10,183,2
0.3008439138080453,0.9967976710334788,0.6959537572254335,200,10,183,3
0.2635838150289017,1.0,0.7364161849710983,200,10,274,1
0.261271676300578,1.0,0.738728323699422,200,10,274,2
0.2814818554324323,0.9970887918486172,0.7156069364161849,200,10,274,3
0.2508670520231213,1.0,0.7491329479768787,200,10,366,1
0.24046242774566473,1.0,0.7595375722543353,200,10,366,2
0.259516537513357,0.9970887918486172,0.7375722543352602,200,10,366,3
0.23930635838150294,1.0,0.7606936416184971,200,10,457,1
0.24161849710982664,1.0,0.7583815028901734,200,10,457,2
0.2525801213283859,0.9970887918486172,0.7445086705202313,200,10,457,3
0.24393063583815022,1.0,0.7560693641618498,200,10,549,1
0.23352601156069364,1.0,0.7664739884393064,200,10,549,2
0.23870728895844395,0.9970887918486172,0.7583815028901733,200,10,549,3
0.24161849710982664,1.0,0.7583815028901734,200,10,640,1
0.24046242774566484,1.0,0.7595375722543352,200,10,640,2
0.23755121959428205,0.9970887918486172,0.7595375722543352,200,10,640,3
0.23930635838150294,1.0,0.7606936416184971,200,10,732,1
0.24363951502301184,0.9997088791848616,0.7560693641618498,200,10,732,2
0.24737360224146188,0.9965065502183406,0.7491329479768787,200,10,732,3
0.24277456647398843,1.0,0.7572254335260116,200,10,823,1
0.23815028901734103,1.0,0.761849710982659,200,10,823,2
0.24448763577925303,0.9970887918486172,0.7526011560693642,200,10,823,3
0.24046242774566484,1.0,0.7595375722543352,200,10,915,1
0.23670309883804086,0.9997088791848616,0.7630057803468208,200,10,915,2
0.24882079242076227,0.996797671033479,0.7479768786127168,200,10,915,3
0.284393063583815,1.0,0.715606936416185,200,11,91,1
0.28843509941018575,0.9994177583697234,0.7109826589595376,200,11,91,2
0.3002616721777689,0.9962154294032024,0.6959537572254335,200,11,91,3
0.2716763005780347,1.0,0.7283236994219653,200,11,183,1
0.27918654449689095,0.9994177583697234,0.7202312138728324,200,11,183,2
0.2930425490740508,0.9970887918486172,0.7040462427745664,200,11,183,3
0.25895953757225443,1.0,0.7410404624277456,200,11,274,1
0.25895953757225443,1.0,0.7410404624277456,200,11,274,2
0.2782963542586938,0.9962154294032024,0.7179190751445086,200,11,274,3
0.2520231213872832,1.0,0.7479768786127168,200,11,366,1
0.24046242774566473,1.0,0.7595375722543353,200,11,366,2
0.25113293114908575,0.9967976710334788,0.7456647398843931,200,11,366,3
0.24277456647398854,1.0,0.7572254335260115,200,11,457,1
0.23785916820220276,0.9997088791848616,0.7618497109826589,200,11,457,2
0.24217549705092933,0.9970887918486172,0.7549132947976879,200,11,457,3
0.24277456647398854,1.0,0.7572254335260115,200,11,549,1
0.23815028901734103,1.0,0.761849710982659,200,11,549,2
0.2473736022414621,0.9965065502183407,0.7491329479768786,200,11,549,3
0.24046242774566484,1.0,0.7595375722543352,200,11,640,1
0.23670309883804075,0.9997088791848616,0.7630057803468209,200,11,640,2
0.24477034269800013,0.9962154294032024,0.7514450867052023,200,11,640,3
0.24161849710982664,1.0,0.7583815028901734,200,11,732,1
0.23930635838150294,1.0,0.7606936416184971,200,11,732,2
0.2381250473281672,0.9965065502183406,0.7583815028901734,200,11,732,3
0.24277456647398854,1.0,0.7572254335260115,200,11,823,1
0.23815028901734103,1.0,0.761849710982659,200,11,823,2
0.24477034269800013,0.9962154294032024,0.7514450867052023,200,11,823,3
0.24508670520231213,1.0,0.7549132947976879,200,11,915,1
0.23930635838150294,1.0,0.7606936416184971,200,11,915,2
0.24620911898090903,0.9953420669577875,0.7491329479768785,200,11,915,3
0.2843930635838151,1.0,0.7156069364161849,200,12,91,1
0.2841019427686766,0.9997088791848616,0.715606936416185,200,12,91,2
0.3046032427156692,0.9970887918486172,0.692485549132948,200,12,91,3
0.2705202312138729,1.0,0.7294797687861271,200,12,183,1
0.2806337346761911,0.9997088791848616,0.7190751445086705,200,12,183,2
0.29448973925335087,0.9973799126637555,0.7028901734104046,200,12,183,3
0.2647398843930635,1.0,0.7352601156069365,200,12,274,1
0.2658959537572254,1.0,0.7341040462427746,200,12,274,2
0.28089961380215567,0.9965065502183407,0.715606936416185,200,12,274,3
0.24393063583815022,1.0,0.7560693641618498,200,12,366,1
0.24508670520231224,1.0,0.7549132947976878,200,12,366,2
0.2574871057037804,0.9962154294032024,0.738728323699422,200,12,366,3
0.24855491329479773,1.0,0.7514450867052023,200,12,457,1
0.23670309883804086,0.9997088791848616,0.7630057803468208,200,12,457,2
0.24650865369243835,0.9967976710334788,0.7502890173410405,200,12,457,3
0.23815028901734114,1.0,0.7618497109826589,200,12,549,1
0.23815028901734103,1.0,0.761849710982659,200,12,549,2
0.24333156641509124,0.9970887918486172,0.753757225433526,200,12,549,3
0.24393063583815033,1.0,0.7560693641618497,200,12,640,1
0.23554702947387895,0.9997088791848616,0.7641618497109827,200,12,640,2
0.2381250473281673,0.9965065502183407,0.7583815028901734,200,12,640,3
0.23930635838150294,1.0,0.7606936416184971,200,12,732,1
0.23815028901734114,1.0,0.7618497109826589,200,12,732,2
0.24130213460551453,0.9962154294032024,0.7549132947976879,200,12,732,3
0.24161849710982652,1.0,0.7583815028901735,200,12,823,1
0.24132737629468826,0.9997088791848616,0.7583815028901734,200,12,823,2
0.24708248142632372,0.9962154294032024,0.7491329479768787,200,12,823,3
0.24393063583815033,1.0,0.7560693641618497,200,12,915,1
0.24739884393063583,1.0,0.7526011560693642,200,12,915,2
0.24823855079048562,0.9962154294032024,0.7479768786127168,200,12,915,3
